ALIM_CODE;FOOD_LABEL;nrj_kj;nrj_kcal;eau_g;sel_g;sodium_mg;magnesium_mg;phosphore_mg;potassium_mg;calcium_mg;manganese_mg;fer_mg;cuivre_mg;zinc_mg;selenium_mcg;iode_mcg;proteines_g;glucides_g;sucres_g;fructose_g;galactose_g;glucose_g;lactose_g;maltose_g;saccharose_g;amidon_g;polyols_g;fibres_g;lipides_g;ags_g;agmi_g;agpi_g;ag_04_0_g;ag_06_0_g;ag_08_0_g;ag_10_0_g;ag_12_0_g;ag_14_0_g;ag_16_0_g;ag_18_0_g;ag_18_1_ole_g;ag_18_2_lino_g;ag_18_3_a_lino_g;ag_20_4_ara_g;ag_20_5_epa_g;ag_20_6_dha_g;retinol_mcg;beta_carotene_mcg;vitamine_d_mcg;vitamine_e_mg;vitamine_k1_mcg;vitamine_k2_mcg;vitamine_c_mg;vitamine_b1_mg;vitamine_b2_mg;vitamine_b3_mg;vitamine_b5_mg;vitamine_b6_mg;vitamine_b12_mcg;vitamine_b9_mcg;alcool_g;acides_organiques_g;cholesterol_mg
6102;Boeuf, gîte à la noix, cru;622;148;68.9;0.14;54.3;22;185;334;10.3;0.012;1.85;0.086;4.16;6.5;0.9;21.3;0;0;0;0;0;0;0;0;0;0;0;7.05;2.72;3.67;0.32;0;0;0;0.028;0.019;0.21;1.66;0.81;2.57;0.12;0.079;0.061;0;0;3;0;0.4;0.29;1.4;3.7;0;0.063;0.13;6.09;0.75;0.56;1.45;9;0;0;68
6103;Boeuf, entrecôte, crue;961;231;62.5;0.075;29.8;19.5;154;270;5.44;0.011;2.21;0.066;4.25;8.13;1.1;19.4;0;0;0;0;0;0;0;0;0;0;0;17.1;8.07;6.36;0.48;0;0;0;0.013;0.014;0.54;4.29;2.68;5.02;0.19;0.053;0.2;0;0;14.5;0;0.45;0.66;1.5;3.7;0;0.069;0.2;3.91;0.6;0.29;1.85;4;0;0;69
6111;Boeuf, faux-filet, cru;639;152;70.5;0.082;32.2;21.3;189;318;9.28;0.011;2.26;0.076;3.26;10.6;0.9;22.3;0.6;0;0;0;0;0;0;0;0;0;0;6.74;2.51;2.57;0.58;0;0;0;0.0055;0.0054;0.18;1.44;0.77;2.04;0.33;0.032;0.049;0;0.00086;19;0;0.55;0.37;1.4;3.7;0;0.059;0.15;5.77;0.73;0.48;1.19;9.6;0;0;67.3
6160;Boeuf, tende de tranche, crue;488;116;74.8;0.078;31.1;17;196;329;7.93;0.006;2.75;0.061;3.46;10.1;0.9;23.1;0.57;0;0;0;0;0;0;0;0;0;0;2.34;0.8;0.82;0.19;0;0;0;0.004;0;0.044;0.47;0.23;0.64;0.068;0.014;0.058;0.004;0.002;3;0;0.4;0.23;1.5;3.7;0;0.06;0.18;5.21;0.63;0.51;1.16;5.5;0;0;61.5
8315;Mousse de canard;1630;395;44.4;1.58;627;15.6;175;180;15.3;0.16;5.5;0.45;2.37;21;10;10.1;7.07;2.05;0.15;0;0.53;0.6;0.15;0.65;0.88;0;0.45;36.1;13.7;13.1;6.18;0.0067;0.0067;0.027;0.029;0.035;0.45;7.95;4.19;13;5.67;0.37;0.13;0.0028;0.0072;2500;0;0.23;0.65;0;0;5.9;0.17;0.41;5.6;1.67;0.19;8.07;156;0;0;148
8324;Foie gras, canard, bloc, 30% de morceaux;2010;489;39.1;1.29;514;13.8;149;209;20.2;0.05;2.1;0.08;1.5;10;12;6.88;2.43;1.41;0.15;0;0.6;0;0.15;0.15;0.19;0;0;50.1;21.6;27.1;0.76;0.025;0.025;0.025;0.025;0.025;0.41;13.2;7.94;19.5;0.61;0.053;0.092;0;0.0049;7;0;0.36;0.41;0;9;0.7;0.24;0.16;3;0.5;0.21;0.68;10;0;0;77.2
8450;Museau de boeuf;637;151;66.1;2.08;806;13.8;149;209;20.2;0.05;1.1;0.08;1.5;10;12;26.2;0;0;0;0;0;0;0;0;0;0;0;5.17;2;2.33;0.56;0.0025;0.0026;0.0025;0.0048;0.005;0.071;1.24;0.65;2.01;0.51;0.038;0.014;0;0.00072;7;0;0.36;0.41;0;9;0.7;0.24;0.16;3;0.5;0.21;0.68;10;0;0;77.2
9121;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;1500;353;12.2;0.025;10;136;401;388;40;2.03;4.44;0.51;3.1;12.8;0;7.14;78.1;0.5;0.018;0;0.061;0;0.38;0.043;52.8;0;1.5;1;0.2;0.23;0.53;0;0;0;0;0;0;0.099;0.0099;0.23;0.43;0.021;0;0;0.0077;0;6.5;0;1.7;1.8;0;0;0.36;0.14;2.1;0.77;0.49;0;115;0;0;0
9200;Maïs entier, cru;1460;346;13.6;0.01;4;100;260;320;40;0.8;3.2;0.2;1.9;12.8;0;8.1;67.2;1.6;0.057;0;0.2;0;1.21;0.14;64.1;0;5.7;3.7;0.62;0.83;1.96;0;0;0;0;0;0.0032;0.35;0.057;0.83;1.8;0.032;0;0;0.029;0;6.5;0;1.7;1.8;0;0;0.4;0.14;2.1;0.6;0.5;0;115;0;0;0
9231;Pop-corn ou Maïs éclaté, à l'air, non salé;1750;417;3.32;0.02;8;144;358;329;7;1.11;3.19;0.26;3.08;3.78;2.5;10.2;60;0.87;0.07;0;0.07;0;0;0.72;54.4;0;12.8;12.3;4.57;0.95;2.32;0;0;0;0;0;0;0.54;0.076;0.95;1.4;0.037;0.0012;0;0;0;89;0;0.29;1.2;0;0;0.1;0.083;2.31;0.51;0.16;0;31;0;0;0
9232;Pop-corn ou Maïs éclaté, au caramel;1770;418;2;0.14;56;30.5;120;171;38.5;0.6;1.85;0.19;0.79;3.78;8;3;85.4;62;0.13;0.032;0.15;0.1;0.55;0.65;23.4;0;3;6.5;1;3.42;1.77;0.0028;0.0053;0.0055;0.0049;0.0083;0.037;0.83;0.11;2.16;0.74;0.02;0.00065;0.00036;0.00043;0;22.5;0;3.2;1.2;0;0;0.18;0.082;1.43;0.51;0.23;0;43;0;0;0
9311;Flocon d'avoine;1530;364;10.1;0.014;5.68;148;422;377;84.3;4.72;4.05;0.3;3.33;3.05;0.5;13.3;57.9;0.97;0;0;0;0;0;0.97;56.9;0;10.2;6.51;1.13;2.08;2.5;0;0;0;0;0.02;0.01;0.94;0.082;2.08;2.4;0.096;0.004;0;0;0;0;0;0.59;2;0;0;0.43;0.14;0.96;1.31;0.12;0;39.6;0;0;0
9340;Quinoa, cru;1490;354;13.3;0.013;5;197;457;563;47;2.03;4.57;0.59;3.1;12.8;0;13.2;58.1;1.6;0.057;0;0.2;0;1.21;0.14;52.2;0;7;6.07;0.71;1.61;3.29;0;0;0;0;0;0;0.6;0.037;1.53;2.21;0.13;0;0;0.047;0;8;0;2.44;0;0;0;0.36;0.32;1.52;0.77;0.49;0;184;0;0;0
9621;Son de blé;1160;279;9.05;0.033;13.3;546;1030;1260;73.9;13.3;14.8;1.05;7.49;6.8;2.4;15.4;23.6;2.46;0.49;0;0.5;0;0;1.45;20.9;0;42;4.35;0.84;0.67;2.49;0;0;0;0;0.002;0.007;0.68;0.04;0.66;2.32;0.16;0.0081;0;0;0;6;0;1.55;42.5;0;0;0.71;0.47;21.6;2.29;1.34;0;110;0;0;0
9640;Son d'avoine;1510;359;7.53;0.016;6.5;235;627;566;62.6;5.63;5.41;0.4;3.11;45.2;2.4;15.8;51;2.23;0.1;0;0.1;0.1;0.1;0.58;48.8;0;16.7;6.48;1.16;2.38;2.77;0;0;0;0;0.024;0.015;1.06;0.067;1.26;2.59;0.17;0.012;0;0;0;0;0;1.01;3.2;0;0;1.17;0.22;0.93;1.49;0.17;0;52;0;0;0
9660;Germe de blé;1540;368;7.5;0.018;7.2;250;1000;990;54;17;8.9;0.78;14;10;10;27.2;35.1;10;0.1;0;0.1;0.1;0.4;9.5;17.8;0;16.3;9.5;1.83;1.52;5.72;0.005;0.005;0.005;0.005;0.005;0.02;1.7;0.09;1.23;5.07;0.64;0.005;0.005;0.005;0;22.4;0.13;10.2;2.87;0;0.25;1.32;0.14;1.68;1.35;0.83;0;143;0;0;0
9900;Vermicelle de riz, sèche;1540;363;9.5;0.03;12;13;60;20.3;14.2;0.5;0.5;0.5;1.3;2.5;5;7.44;80.5;0;0.25;0;0.25;0.25;0.25;0.25;63;0;1.2;1;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0.05;0;0;0;0.025;0.025;0.025;0.22;0.025;0;10;0;0;0
10003;Coquille Saint-Jacques, noix et corail, crue;351;83;79.3;0.48;191;51.4;225;388;220;2.4;1.16;0.045;2.91;21.4;42.6;17;0.78;0.5;0.075;0;0.23;0;0.28;0.075;0;0;0;1.31;0.19;0.096;0.38;0;0;0;0;0.001;0.02;0.12;0.04;0.011;0.0076;0.0086;0.028;0.12;0.14;2;0;0.25;0;0;0;0;0.02;0.14;1.9;0.4;0.1;4.99;17;0;0;42.2
10011;Huître, sans précision, crue;283;67.2;83.3;1.45;578;90.2;94.6;175;92.7;0.55;2.18;1.29;22.5;23.5;101;8.64;3.86;0;0;0;0;0;0;0;0;0;0;1.91;0.34;0.23;0.35;0;0;0;0;0;0.044;0.21;0.052;0.039;0.015;0.012;0.017;0.15;0.071;14.2;0;0.25;1.21;0;0;5.13;0.037;0.15;1.95;0.65;0.095;28.6;12.5;0;0;20.3
10014;Moule commune, crue;303;71.8;82.7;0.85;339;31;213;276;51.5;1;6.78;0.18;2.36;48.3;138;11.2;2.69;0;0;0;0;0;0;0;0;0;0;1.82;0.45;0.4;0.49;0;0;0;0;0;0.065;0.26;0.081;0.11;0.037;0.029;0.061;0.15;0.15;60;0;0;1.6;0.1;0;6.4;0.11;0.23;1.6;0.44;0.077;12.3;39.5;0;0;65.2
10021;Crevette, crue;420;99;74.3;0.45;182;49.8;195;278;84.8;0.17;3.21;0.72;2.81;34;120;19.7;3.21;0;0;0;0;0;0;0;0;0;0;0.84;0.19;0.099;0.23;0;0;0;0;0;0.013;0.12;0.034;0.034;0.0099;0.0055;0.018;0.067;0.069;15;0;0.1;1.7;0;0;0;0.035;0.03;3.2;0.37;0.15;1;19;0;0;150
10028;Moule, appertisée, égouttée;431;102;75.1;1.6;639;42;189;98;57;0.7;8.44;0.16;3.56;57.2;197;14.6;5.93;0.5;0.15;0;0.15;0;0.15;0.5;0;0;0;2.2;0.54;0.3;1.06;0;0;0;0;0;0.11;0.33;0.11;0;0.03;0.02;0.0094;0.45;0.45;21.1;0;0;3.5;0;0;0;0.01;0.11;1;0.71;0.08;10.2;27;0;0;38
10059;Crevette rose, crue;392;92.3;76.3;0.3;119;35;214;264;64;0.033;0.52;0.39;1.34;38;60;21.9;0;0;0;0;0;0;0;0;0;0;0;0.53;0.11;0.096;0.13;0;0;0;0;0;0.0058;0.076;0.024;0.036;0.012;0.0024;0.023;0.029;0.063;15;0;0.05;1.45;0;0;4.85;0.048;0.14;1.93;0.44;0.18;7.03;14;0;0;112
11000;Ail, cru;470;111;67.8;0.023;9;20;130;530;11;0.2;0.63;0.19;0.75;10;10;5.31;18.6;1.2;0.3;0;0.2;0.1;0.1;0.7;0.18;0.25;5.8;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;2.5;0.13;0.04;0.4;0;0.25;0.2;0.005;0.05;0.36;1.1;0;26.1;0;0.73;0
11001;Bouillon de boeuf, déshydraté;1000;240;2.6;33;13200;21.9;127;344;32.7;0.1;0.35;0.12;0.32;4.6;2.5;10.2;19.7;3.95;0.32;0;0.27;0;0.15;3.36;0;0;0.65;13.3;7.03;2.6;1.4;0;0;0.013;0.013;0.038;0.18;5.42;1.25;2.6;0.96;0.038;0;0;0;0;0;0;2.17;0;0;0;1.38;0.23;2.09;0.48;0.29;0.34;76.3;0;0;4.8
11005;Curry, poudre;1230;301;8.8;0.13;52;255;367;1170;525;8.3;19.1;1.2;4.7;3.1;0.5;14.5;2.63;2.63;0.75;0.2;1.09;0;0;0.59;0;0;53.2;14;1.65;8.78;3.06;0.012;0.038;0.013;0.013;0;0.64;0.68;0.17;8.74;1.62;0.26;0.0047;0;0;0;11;0;25.2;99.8;0;0.7;0.18;0.2;3.26;1.07;0.11;0;56;0;0;0
11015;Poivre noir, poudre;1380;330;9;0.036;14.2;190;170;1600;480;15;17;1;0.99;10;10;13.3;39.5;0.64;0.23;0.15;0.24;0;0;0.02;10.6;0;25.7;7.5;2.9;2.06;2.17;0.005;0.005;0.005;0.005;0.19;0.22;1.65;0.46;2.06;1.54;0.63;0.005;0.005;0.005;0;608;0.13;1.93;144;0;0.25;0.12;0.005;0.46;1.82;0.23;0;21.8;0;0;0
11017;Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme);0;0;0.027;97.8;39100;3.15;8;16.9;13.3;0.12;0.29;0.15;0.088;0.5;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11019;Poivre blanc, poudre;1300;310;11.4;0.013;5;90;176;73;265;4.3;14.3;0.91;1.13;3;10;11.4;48.3;3.1;0.75;0.15;1.04;0;0;0.2;0;0;26.2;2.11;0.63;0.79;0.62;0;0;0;0.0018;0.0047;0.021;0.18;0.056;0.56;0.24;0.031;0.0007;0;0;0;81;0;2.32;0;0;21;0.022;0.13;0.21;0.51;0.1;0;10;0;0;0
11023;Ail séché, poudre;1460;344;6.48;0.11;43;67.5;416;1150;79.5;0.98;4.2;0.53;2.81;4.4;15;16.7;62.8;2.43;0.31;0;0.07;0;0;2.05;2;0;9.45;0.77;0.2;0.067;0.29;0;0;0;0.0024;0;0.012;0.097;0.084;0.062;0.27;0.016;0;0;0;0;0;0;0.67;0.4;0;2.39;0.45;0.15;0.74;0.74;1.65;0;47;0;0;0
11025;Cannelle, poudre;1000;243;10.6;0.025;10;60;64;431;1000;17.5;8.32;0.34;1.83;3.1;10;3.87;27.5;2.17;1.11;0;1.04;0;0;0.02;10.6;0;53.1;1.22;0.44;0.31;0.077;0;0;0;0.004;0.0075;0.012;0.13;0.1;0.31;0.063;0.013;0;0;0;0;112;0;2.32;31.2;0;3.8;0.022;0.041;1.33;0.36;0.16;0;6;0;0;0
11026;Coriandre, graine;1430;346;8.88;0.088;35;330;409;1270;709;1.9;16.3;0.98;4.7;3.1;10;12.4;13;2.95;0.75;0.15;1.04;0;0;0.2;10;0;41.9;17.8;0.97;13.6;1.76;0;0;0;0.0085;0.022;0.02;0.81;0.11;13.5;1.76;0;0;0;0;0;81;0;2.32;9.4;0;21;0.24;0.29;2.13;0.51;0.39;0;0;0;0;0
11041;Bouillon de légumes, déshydraté;1190;285;2.3;47.7;19100;27;212;557;51.1;0.2;1;0.05;0.8;2.57;2.5;9.66;25.4;3.95;0;0;0;0;0;0;0;0;0.25;16;7.79;5.82;1.59;0;0;0.015;0.015;0.046;0.18;6.7;0.7;5.82;1.51;0.031;0;0;0;1;0;13.8;2.77;0;0;0.25;3.69;0.64;4.94;0.93;0.57;0.1;180;0;0;3.2
11042;Cumin, graine;1780;427;8.06;0.42;168;366;499;1790;931;3.33;66.4;0.87;4.8;3.1;10;17.8;33.7;2.25;0.75;0.15;1.04;0;0;0.2;10.6;0;10.5;22.3;1.54;14;3.28;0;0;0;0.018;0.018;0.018;1.14;0.34;14;2.53;0;0.0074;0;0;0;762;0;3.33;5.4;0;7.7;0.63;0.33;4.58;0.51;0.44;0;10;0;0;0
11044;Sel au céleri;204;49;2.83;87.5;35000;3.15;8;16.9;13.3;0.12;0.29;0.15;0.088;0.5;980;1.81;4.14;0;0;0;0;0;0;0;0;0;1.19;2.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11048;Noix de muscade;2080;504;6.22;0.04;16;183;213;350;184;2.9;3.04;1.03;2.15;1.6;10;5.3;28.5;2.99;0.75;0.15;1.04;0;0;0.2;10.6;0;20.8;36.3;25.9;3.22;0.35;0;0;0;0;0.37;22.8;2.26;0.17;3.22;0.31;0.039;0.00089;0;0;0;28;0;0;0;0;3;0.35;0.057;1.3;0.51;0.16;0;76;0;0;0
11049;Paprika;1320;319;11.2;0.17;68;178;314;2280;229;1.59;21.1;0.71;4.33;3.1;10;14.1;19.1;10.3;6.71;0.19;2.63;0;0;0.81;8.8;0;34.9;12.9;2.14;1.7;7.77;0;0;0;0;0.068;0.17;1.47;0.34;1.6;1.49;0.45;0.0043;0;0;0;81;0;29.1;80.3;0;0.9;0.33;1.23;10.1;2.51;2.14;0;49;0;0;0
11056;Quatre épices;1460;348;8.46;0.19;77;135;113;1040;661;2.94;7.06;0.55;1.01;3.1;10;6.09;50.5;3.1;0.75;0.15;1.04;0;0;0.2;10.6;0;21.6;8.69;2.55;0.66;2.36;0;0;0;0;0;0.02;0.49;1.99;0.66;1.01;0.13;0.0029;0;0;0;81;0;2.32;9.4;0;39.2;0.1;0.063;2.86;0.51;0.21;0;36;0;0;0
11058;Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme);0;0;0.027;97.8;39100;3.15;8;16.9;13.3;0.12;0.29;0.15;0.088;0.5;1860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11060;Herbes de Provence, séchées;1170;283;7.1;0.088;35;304;297;1970;1860;5.2;69.8;1.06;5.47;4.4;15;11.5;23;18.5;0.59;0.075;1.33;0;0;1.48;2;0;40.1;7.2;1.88;0.53;2.86;0;0;0;0.018;0.014;0.08;1.36;0.41;0.53;2.08;0.78;0;0;0;0;1080;0;1.69;1540;0;54;0.33;0.34;6.03;0;1.58;0;274;0;0;0
11061;Pavot, graine;2280;551;5.17;0.059;23.5;339;860;710;1440;6.71;9.58;1.63;9.05;3.1;10;19.7;13.7;2.99;0.29;0;0.37;0;0;2.33;10.6;0;14.8;43.1;4.69;6.16;29.7;0;0.037;0;0;0;0.077;3.85;0.73;6.02;29.4;0.29;0;0;0;0;81;0;1.14;0;0;1;0.85;0.14;0.94;0.32;0.4;0;82;0;0;0
11066;Fenouil, graine;1350;326;8.81;0.22;88;385;487;1690;1200;6.53;18.5;1.07;3.7;3.1;10;15.7;12.5;12.5;0.75;0.15;1.04;0;0;0.2;1.8E-15;0;39.8;14.9;0.48;9.91;1.69;0;0;0;0;0;0;0.48;0;9.91;1.69;1.7E-16;3.5E-18;0;0;0;81;0;2.72;0;0;21;0.41;0.35;6.05;0.51;0.47;0;0;0;0;0
11077;Fenugrec, graine;1470;350;7.72;0.17;67;191;296;770;176;1.23;33.5;1.11;2.5;3.1;10;27.1;33.8;8.7;0.75;0.15;1.04;0;0;0.2;10.6;0;24.6;6.41;1.46;1.14;1.62;0;0;0;0.0056;0.014;0.063;0.56;0.17;1.14;0.74;0.094;0.0021;0;0;0;81;0;2.32;9.4;0;3;0.32;0.37;1.64;0.51;0.6;0;57;0;0;0
11082;Fleur de sel, non iodée, non fluorée;0;0;3.75;94.3;37700;424;8;103;171;0.12;0.29;0.15;0.088;0.5;980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11083;Sel marin gris, non iodé, non fluoré;0;0;5.09;80.5;32200;503;8;99.3;181;0.12;0.29;0.15;0.088;0.5;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11088;Poivre de Cayenne ou piment de Cayenne;1560;376;8.05;0.075;30;152;293;2010;148;2;7.8;0.37;2.48;3.1;10;12;29.4;10.3;0.75;0.15;1.04;0;0;0.2;10.6;0;27.2;17.3;3.26;2.75;8.37;0;0;0;0.03;0.03;0.09;2.36;0.49;2.75;2;0.25;0.0058;0;0;0;81;0;29.8;80.3;0;76.4;0.33;0.92;8.7;0.51;2.45;0;106;0;0;0
11096;Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme);0;0;0.027;97.8;39100;3.15;8;16.9;13.3;0.12;0.29;0.15;0.088;0.5;1860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11171;Fond de volaille pour sauces et cuisson, déshydraté;1440;341;7;12.5;4990;28.3;147;186;37.8;0.3;1.6;0.15;1.2;10;7.5;7.4;66.3;13.6;0.12;0;1.4;0.05;1.7;0.2;0.2;0;1.3;4.9;1.65;2.07;0.91;0;0;0;0;0.0052;0.0072;0.52;0.16;1.29;0.46;0.1;0.0026;0;0;0;3.57;0;0.11;0.4;0;0.25;0.08;0.085;1.03;0.18;0.066;0.015;16.9;0;0;0
11174;Bouillon de volaille, déshydraté;974;233;9.37;49.6;19800;21.9;127;428;32.7;0.1;0.35;0.12;0.32;4.6;2.5;11.3;20.8;5.38;0.44;0;0.37;0;0.15;2.61;0;0;0.58;11.5;6.75;1.94;0.37;0;0;0.011;0;0.015;0.09;3.3;1.01;1.76;0.34;0.022;0.0047;0;0.0016;0;0;0;2.17;0;0;0;1.38;0.23;2.09;0.48;0.29;0.34;43.2;0;0;4.8
12006;Camembert au lait cru;1120;269;55.9;1.45;580;18;370;160;380;0.03;0.09;0.02;2.8;10;20;20.7;0;0.1;0.1;0;0.1;0.1;0.1;0.1;0;0;0;20.3;14.1;4.26;0.4;0.63;0.43;0.29;0.51;0.69;2.43;6.48;2.11;3.57;0.26;0.07;0.02;0.005;0.005;181;0;0.13;0.46;3.1;0;0;0.0075;0.6;10.9;0.44;0.26;1.61;88;0;0.98;64.6
12038;Époisses;1210;292;55.6;1.76;702;10;220;140;120;0.01;0.21;0.02;0.5;10;21;17.8;0;0.015;0.15;0;0.015;0.15;0.15;0.15;0;0;0;24.5;17.1;5.62;0.48;0.16;0.44;0.25;0.63;0.76;2.76;7.22;2.27;4.17;0.37;0.11;0.012;0.012;0.012;210;75.7;0.13;0.64;1.73;0;0;0.021;1.24;0.57;1.1;0.18;1.7;77.5;0;0;80.5
12832;Crottin de chèvre, au lait cru;1600;386;41.4;1.01;405;18.7;239;140;141;0.02;0.4;0.05;0.57;12;30;23.2;0;0;0.1;0;0.1;0.1;0.1;0.1;0;0;0;32.6;24.1;5.5;0.79;0.76;0.69;0.79;3.03;1.29;3.41;9.5;3.2;4.36;0.51;0.13;0.026;0.008;0.0068;201;75.7;0.25;1.05;0;0;0;0.025;1.09;1.67;1.7;0.48;1.28;91.9;0;0;133
13000;Abricot, dénoyauté, cru;194;45.9;87.1;0.0063;2.5;8.4;22;260;15;0.07;0.19;0.06;0.09;10;10;0.81;9.01;6.7;1.3;0;2;0.1;0.1;3.4;0.18;0.25;1.7;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;2350;0;0.7;0.4;0;2.55;0.03;0.013;0.05;0.19;0.054;0;7.6;0;0.47;0
13001;Abricot, dénoyauté, sec;1010;239;24.7;0.0063;2.5;41;79;1400;71;0.27;1.4;0.45;0.35;10;10;2.88;59.1;34.3;10.6;0.1;16;0.1;0.1;7.7;0.18;22.6;8.3;0.5;0.19;0.12;0.15;0.005;0.005;0.005;0.005;0.005;0.01;0.13;0.05;0.12;0.09;0.06;0.005;0.005;0.005;0;2160;0.13;5.52;0.4;0;0.25;0.0075;0.005;1.12;0.69;0.48;0;8.85;0;1.98;0
13002;Ananas, pulpe, cru;231;54.4;85.5;0.0063;2.5;15;8.1;140;8;0.84;0.17;0.06;0.08;10;10;0.25;11.7;10.5;2.3;0;1.8;0.1;0.1;6.4;0.18;0.25;1.2;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;66.9;0;0.04;0.4;0;46.1;0.056;0.033;0.31;0.17;0.052;0;19.6;0;0.78;0
13005;Banane, pulpe, crue;383;90.5;75.8;0.0063;2.5;28;29;320;5.1;0.36;0.2;0.06;0.14;10;10;1.06;19.7;15.6;3.8;0;3.9;0.1;0.1;7.9;3.8;0.25;2.7;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;28.5;0;0.04;0.4;0;7.16;0.054;0.005;0.39;0.31;0.18;0;19;0;0.13;0
13008;Cerise, dénoyautée, crue;235;55.7;85.7;0.0063;2.5;8.8;19;190;9.9;0.06;0.17;0.08;0.06;10;10;0.81;13;10;4.6;0;5.4;0.1;0.1;0.1;0.18;2.8;1.6;0.15;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;242;0;0.04;0.4;0;4.09;0.0075;0.012;0.05;0.14;0.04;0;6.75;0;0.17;0
13009;Citron, pulpe, cru;118;27.6;91.3;0.0063;2.5;7.9;12;140;11;0.02;0.15;0.04;0.33;10;10;0.25;1.56;0.8;0.4;0;0.4;0.1;0.1;0.1;0;0.25;0.25;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;2.5;0;0.04;0.4;0;45;0.043;0.005;0.05;0.14;0.023;0;28.4;0;6.01;0
13014;Fraise, crue;162;38.6;90.3;0.0063;2.5;12;23;140;18;0.26;0.19;0.02;0.11;10;10;0.63;6.03;5.6;3.3;0;2.3;0.1;0.1;0.1;0.18;0.25;3.8;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0;2.5;0;0.3;0.4;0;54;0.0075;0.005;0.21;0.13;0.04;0;98.9;0;0.85;0
13016;Fruit de la passion ou maracudja, pulpe et pépins, cru;425;101;73.6;0.0063;2.5;26;46;240;8.1;0.19;0.56;0.15;0.76;10;10;2.13;10.9;8.5;2.5;0.1;2.4;0.1;0.1;3.6;1.2;0.25;6.8;3;0.54;0.49;1.82;0.005;0.005;0.005;0.005;0.005;0.005;0.44;0.1;0.39;1.65;0.17;0.005;0.005;0.005;0;1010;0;0.5;0.4;0;25.6;0.0075;0.053;1.37;0.56;0.17;0;101;0;3;0
13020;Groseille à maquereau, crue;167;39.9;87.9;0.0038;1.5;9;26.2;187;25.4;0.16;0.33;0.063;0.14;0.068;0.3;0.75;4.88;4.66;2.15;0;1.4;0.07;0.07;0.96;0.094;0.13;4.03;0.59;0.058;0.059;0.31;0;0;0;0;0;0;0.045;0.011;0.059;0.17;0.12;0;0;0;0;37;0;0.69;0.4;0;29;0.033;0.029;0.29;0.29;0.048;0;8.85;0;1.4;0
13021;Kiwi, pulpe et graines, cru;255;60.5;83.5;0.0063;2.5;12;26;290;29;0.05;0.16;0.15;0.12;10;10;0.88;11;8.9;4.3;0;3.8;0.1;0.1;0.8;0.18;0.25;2.4;0.6;0.13;0.16;0.25;0.005;0.005;0.005;0.005;0.005;0.005;0.09;0.04;0.14;0.07;0.18;0.005;0.005;0.005;0;38;0;0.96;16.6;0;81.9;0.0075;0.021;0.23;0.24;0.036;0;22.2;0;1.05;0
